id,firstName,lastName,age,weight,gender,smoker
1153,Jeremy,Horton,99,90.7,F,FALSE
1154,Stephen,Rowland,42,98.9,M,FALSE
1155,Philip,Pearson,100,277.5,M,FALSE
1156,Anthony,Sweeney,42,87.2,F,FALSE
1157,Juan,Farrell,64,157.9,F,FALSE
1158,Nathan,Flowers,48,132.6,F,FALSE
1159,Timothy,Hodges,24,184.4,F,FALSE
1160,Carl,Beil,70,125.4,F,TRUE
1161,Aaron,Arnold,50,184.6,M,FALSE
1162,Lawrence,Watts,68,234.6,F,TRUE
1163,Roger,Herman,89,243.9,M,FALSE
1164,Joe,Weeks,107,125.6,F,FALSE
1165,Gregory,Moon,30,121.2,M,FALSE
1166,Ronald,David,11,223.2,F,TRUE
1167,Dylan,Rubio,29,226.1,F,TRUE
1168,Nicholas,Harrell,38,167.9,F,TRUE
1169,Dennis,Steele,24,247.2,F,FALSE
1170,Jose,Burns,109,185.4,F,FALSE
1171,Austin,Ayala,88,257.6,F,FALSE
1172,Adam,Randall,40,148.8,M,FALSE
1173,Ethan,Webb,94,226.4,M,FALSE
1174,Jeremy,Chung,21,175.4,F,FALSE
1175,Gabriel,Faulkner,108,99.3,M,FALSE
1176,Bryan,Tang,41,195.1,F,FALSE
1177,Richard,Martinez,44,121.9,M,TRUE
1178,Paul,Johnston,10,258.1,F,TRUE
1179,Jordan,Waters,78,188.4,F,FALSE
1180,Charles,Cantrell,106,80.6,F,FALSE
1181,Billy,Hensley,65,254,M,FALSE
1182,Richard,Warner,23,219.6,M,FALSE
1183,Eugene,Clayton,23,187,F,FALSE
1184,Jerry,Mcfarland,34,243.7,F,FALSE
1185,Logan,Ramsey,55,227.8,F,FALSE
1186,Bradley,Huffman,105,99.4,M,FALSE
1187,Ronald,Foley,44,144.5,M,FALSE
1188,Donald,Norton,91,203.6,F,TRUE
1189,Elijah,Salas,17,272.4,F,FALSE
1190,Joseph,Pearson,58,109.8,M,TRUE
1191,Steven,Zamora,17,136.7,F,FALSE
1192,William,Delacruz,19,274.9,F,FALSE
1193,James,Griffith,97,97,F,FALSE
1194,Adam,Horne,109,118.2,F,TRUE
1195,Donald,Stokes,85,161.6,M,FALSE
1196,Adam,Barry,52,273.6,F,FALSE
1197,Aaron,Mathis,47,92.8,F,FALSE
1198,Christopher,Bailey,2,89,M,TRUE
1199,Randy,Combs,38,235.8,F,FALSE
1200,Bruce,Horn,61,143.9,F,FALSE
1201,Willie,Travis,35,266.3,F,TRUE
1202,Samuel,Gutierrez,94,208.4,M,FALSE
1203,Bruce,Contreras,23,125.7,M,FALSE
1204,Jason,Brandt,63,204.9,F,FALSE
1205,Joseph,Guevara,77,254.7,F,TRUE
1206,Dennis,Beasley,88,161.7,M,TRUE
1207,Christopher,Rubio,87,197.9,M,TRUE
1208,Arthur,Good,34,236.2,F,FALSE
1209,Albert,Barrett,11,115.6,F,FALSE
1210,Kyle,Stanton,90,110.5,F,TRUE
1211,John,Fisher,30,89.2,F,FALSE
1212,Timothy,Dickerson,72,243.6,F,TRUE
1213,Nathan,Griffin,44,244.8,M,TRUE
1214,Donald,Raymond,90,163.2,F,FALSE
1215,Eric,Brennan,88,167.7,M,FALSE
1216,Kenneth,Farmer,63,252.9,F,TRUE
1217,Walter,Gonzalez,26,105.7,F,TRUE
1218,Ronald,Marquez,26,178.9,F,TRUE
1219,Lawrence,Wilson,69,117.6,F,FALSE
1220,Douglas,Maldonado,3,256.4,M,FALSE
1221,Noah,Hernandez,14,115.1,M,FALSE
1222,Harold,Hoover,26,109,F,FALSE
1223,Eugene,Atkinson,56,182.7,F,FALSE
1224,Nathan,Bernard,69,197.9,M,TRUE
1225,William,Bauer,86,131.7,F,FALSE
1226,Eugene,Neal,97,242.4,M,FALSE
1227,Brian,Pitts,43,161.5,F,FALSE
1228,Terry,Marks,34,123.6,F,TRUE
1229,Samuel,Garner,98,102.9,F,TRUE
1230,Gregory,Leal,19,107.2,M,FALSE
1231,Christopher,Hail,104,247.4,F,FALSE
1232,Jose,Heath,3,244.7,M,FALSE
1233,Donald,Whitaker,7,85.1,M,FALSE
1234,Ronald,Zavala,55,127.5,M,TRUE
1235,Albert,Marquez,85,239.4,F,FALSE
1236,Peter,Reyes,39,206.2,M,TRUE
1237,Eugene,Harrington,100,130.1,M,FALSE
1238,Russell,Kline,95,159.7,F,TRUE
1239,Frank,Hughes,55,170.7,M,FALSE
1240,Andrew,Anderson,7,145.5,F,FALSE
1241,Paul,Hayden,62,263.1,M,FALSE
1242,Anthony,Monroe,45,163.2,F,FALSE
1243,Scott,Enriquez,81,89,M,FALSE
1244,Joseph,Clay,12,200.2,M,FALSE
1245,Patrick,Gillespie,86,198.6,F,FALSE
1246,Jesse,Gilbert,71,131.2,M,FALSE
1247,Kenneth,Beil,56,115.6,M,FALSE
1248,Larry,Hunter,63,156.4,F,FALSE
1249,Jeffrey,Enriquez,67,257.1,F,FALSE
1250,Matthew,Bender,18,211.9,M,FALSE
1251,Kevin,Harrington,6,99,M,FALSE
1252,Terry,Garza,20,242.2,F,FALSE
1253,Roger,Lane,68,145.8,F,FALSE
1254,Thomas,Nolan,103,247.7,M,FALSE
1255,Sean,Henderson,94,125.3,M,TRUE
1256,Tyler,Padilla,87,93.2,F,FALSE
1257,Daniel,Reeves,48,131,F,TRUE
1258,Russell,Jenkins,13,223.1,M,FALSE
1259,Ryan,Barton,52,151.8,M,FALSE
1260,Jonathan,O’brien,98,116,F,FALSE
1261,Bradley,Gill,109,214.1,F,FALSE
1262,Bryan,Compton,69,210.4,F,FALSE
1263,Steven,Reid,100,124.9,F,FALSE
1264,Jonathan,Moreno,93,117.3,M,TRUE
1265,Christian,David,1,97,M,FALSE
1266,Mason,Campbell,89,189.3,F,FALSE
1267,James,Lowery,73,112,M,FALSE
1268,Gregory,Hodges,1,274.7,F,FALSE
1269,Lawrence,Daniel,96,239.4,M,TRUE
1270,Alexander,Durham,21,207.8,F,FALSE
1271,Christian,Gardner,85,200.4,F,FALSE
1272,Raymond,Miles,56,170.5,M,FALSE
1273,Philip,Bennett,54,184.1,F,FALSE
1274,Arthur,Sandoval,97,104.3,F,TRUE
1275,Alan,Morrison,20,131.1,F,FALSE
1276,Patrick,Sierra,63,243.5,M,FALSE
1277,Vincent,Avery,36,142,F,FALSE
1278,Bryan,Goodman,26,135.5,F,FALSE
1279,Mark,Buchanan,2,161.5,F,FALSE
1280,Gary,Guerrero,88,173,F,FALSE
1281,William,Dorsey,64,168.3,F,FALSE
1282,Gerald,Randolph,31,211.8,M,FALSE
1283,Timothy,Navarro,95,134.3,M,FALSE
1284,Raymond,Yang,38,211.4,M,FALSE
1285,Walter,Nash,31,115.6,F,TRUE
1286,Harold,Schmidt,95,159.8,M,FALSE
1287,Mark,Jaramillo,19,99.4,F,FALSE
1288,Kyle,Hanson,49,134.4,F,FALSE
1289,Jonathan,Curry,51,253.9,F,TRUE
1290,Randy,Nichols,37,241.9,F,FALSE
1291,Raymond,Espinoza,41,169.5,F,FALSE
1292,Justin,Rogers,104,197,F,FALSE
1293,Richard,Ayers,86,171.2,M,FALSE
1294,Bobby,Kramer,97,221.3,F,FALSE
1295,Jacob,Juarez,65,187.5,F,FALSE
1296,Dennis,Gonzalez,53,263.3,M,TRUE
1297,Logan,Cunningham,99,264.7,M,FALSE
1298,Elijah,Walls,27,116.2,M,TRUE
1299,Ralph,Williams,41,251,M,FALSE
1300,Joshua,Whitaker,46,210.4,F,FALSE
1301,Eugene,Townsend,88,99.8,F,FALSE
1302,Ryan,Christensen,19,152.9,M,TRUE
1303,Anthony,Hall,101,142.4,F,FALSE
1304,Jordan,Carlson,71,164.5,F,TRUE
1305,Bryan,Duffy,30,98,F,FALSE
1306,Timothy,Matthews,63,266.9,M,FALSE
1307,Randy,Archer,11,81.8,F,FALSE
1308,Wayne,Charles,45,81.7,M,TRUE
1309,Jesse,Roberts,54,122.1,M,TRUE
1310,Raymond,Koch,8,144.4,F,FALSE
1311,Brandon,Bell,15,156.9,M,FALSE
1312,Kyle,Lynn,37,108.6,F,FALSE
1313,Edward,Green,41,243.1,M,FALSE
1314,Anthony,Chandler,22,164.3,F,FALSE
1315,Bruce,Freeman,44,249.8,M,FALSE
1316,Eric,Willis,81,173.9,M,TRUE
1317,Stephen,Moore,100,95.6,M,FALSE
1318,Alan,Mathis,1,167.5,M,TRUE
1319,Edward,Roach,92,265.7,M,FALSE
1320,Juan,Lynn,56,245.1,F,FALSE
1321,Carl,Malone,92,203.5,F,FALSE
1322,Dylan,Brooks,92,94.1,M,TRUE
1323,Andrew,Valentine,25,186.5,F,FALSE
1324,Roy,Valdez,37,235.8,F,FALSE
1325,Jose,Griffith,96,201,M,FALSE
1326,Jesse,Zimmerman,58,157.8,F,TRUE
1327,Wayne,Franklin,110,206.7,F,FALSE
1328,Russell,Turner,2,198.9,F,TRUE
1329,Michael,Tucker,12,213.7,F,FALSE
1330,Wayne,Compton,27,149.7,F,TRUE
1331,Mason,Larsen,33,84.1,M,TRUE
1332,David,Richardson,83,169.2,F,FALSE
1333,Daniel,Mays,61,94.1,M,FALSE
1334,Zachary,Nolan,70,171,F,FALSE
1335,Stephen,Lewis,98,275.9,M,TRUE
1336,Bobby,Dickerson,52,148.8,F,FALSE
1337,Peter,Adams,7,252.8,F,FALSE
1338,Billy,Gutierrez,9,244.1,M,FALSE
1339,Frank,Hoffman,96,98,F,TRUE
1340,Justin,Bass,55,96.2,M,TRUE
1341,Patrick,Gregory,20,187.5,M,FALSE
1342,Nathan,Vincent,42,272.9,M,FALSE
1343,Douglas,Tapia,1,159.5,F,FALSE
1344,Vincent,Stanley,52,240.3,M,FALSE
1345,Jack,Price,76,206.1,M,FALSE
1346,Ethan,Fox,107,193.4,M,TRUE
1347,William,Chandler,97,227.2,M,TRUE
1348,Arthur,Patel,42,113.9,F,TRUE
1349,Daniel,Stafford,103,246.1,M,FALSE
1350,Philip,Booth,75,137,M,TRUE
1351,Gabriel,Bennett,109,196.5,M,FALSE
1352,Bryan,Nuñez,98,205.2,F,TRUE
1353,Eric,Villarreal,88,140.2,M,FALSE
1354,Larry,Cherry,79,224.4,F,TRUE
1355,Scott,Huffman,69,131.1,F,FALSE
1356,Brandon,Rowe,109,175.7,M,FALSE
1357,David,Contreras,28,181,M,FALSE
1358,Larry,Molina,64,190.4,F,FALSE
1359,Andrew,Mcdaniel,54,275.9,M,FALSE
1360,Thomas,Cervantes,22,265.4,F,FALSE
1361,Gerald,Avalos,19,241.2,M,FALSE
1362,Donald,Cherry,48,128.5,M,FALSE
1363,Gregory,Morton,34,124.3,M,FALSE
1364,Jason,Arroyo,6,176.6,M,FALSE
1365,Gabriel,Mason,28,181.5,F,TRUE
1366,Willie,Snow,2,164.4,F,FALSE
1367,Kenneth,Allen,67,245.1,F,FALSE
1368,Joseph,Wiggins,3,216.4,F,TRUE
1369,Bobby,Bradley,2,188.9,F,FALSE
1370,Austin,Roach,27,240.5,F,FALSE
1371,Raymond,Orr,86,125.8,F,FALSE
1372,Jeffrey,Stewart,109,89.6,F,TRUE
1373,Brian,Nolan,44,258.9,M,FALSE
1374,Jonathan,Allison,4,260.5,M,FALSE
1375,Kevin,Elliott,25,260,F,FALSE
1376,David,Kramer,40,141.5,F,FALSE
1377,Albert,Cano,64,206.2,F,FALSE
1378,Keith,Willis,21,86.1,M,FALSE
1379,Brandon,Sutton,15,179.5,M,FALSE
1380,Gregory,Yang,75,100,M,FALSE
1381,Michael,Carter,17,191,F,TRUE
1382,Kenneth,Lara,26,201.7,M,FALSE
1383,Nicholas,Everett,89,207,M,FALSE
1384,Noah,Stephens,87,135.5,F,FALSE
1385,Gabriel,Castillo,40,115.9,F,TRUE
1386,Nicholas,Cohen,76,160.2,F,FALSE
1387,John,Magana,78,117.6,M,FALSE
1388,Brian,Phelps,106,197.8,F,FALSE
1389,Sean,Barron,104,109.4,F,FALSE
1390,Roy,Carson,33,181.9,M,TRUE
1391,Bradley,Young,69,185,M,FALSE
1392,Jesse,Baker,21,158.7,F,FALSE
1393,Timothy,Torres,10,135,F,FALSE
1394,Ralph,Poole,4,279.2,F,FALSE
1395,Mark,Wilson,44,215.4,M,FALSE
1396,Brian,Garza,81,219.3,M,FALSE
1397,Mason,Gates,40,80.3,M,FALSE
1398,Jonathan,Lloyd,107,132.3,F,FALSE
1399,Timothy,Fischer,88,270.5,F,FALSE
1400,Edward,Baxter,46,110.3,M,FALSE
1401,Gregory,Proctor,1,208.8,F,FALSE
1402,Willie,Anthony,13,194.2,M,TRUE
1403,Bradley,Bradshaw,58,162.3,F,FALSE
1404,Joe,House,48,105.6,M,TRUE
1405,Dylan,Barnett,63,153,F,FALSE
1406,Willie,Malone,3,179.8,F,FALSE
1407,Kyle,Sullivan,45,195.4,F,FALSE
1408,Jordan,Bradley,69,93.4,F,TRUE
1409,John,Daniels,86,112.2,M,TRUE
1410,Anthony,Mcconnell,88,189.8,M,FALSE
1411,Larry,Leach,65,241.1,F,FALSE
1412,Joshua,Mason,47,128.7,F,FALSE
1413,Bradley,Collier,81,92.6,M,FALSE
1414,Alexander,Grimes,33,80,M,FALSE
1415,Roy,Nicholson,86,137.9,M,FALSE
1416,Gerald,Nicholson,31,107.3,M,TRUE
1417,Bruce,Glenn,109,126.6,F,FALSE
1418,Jeremy,Reynolds,89,102.1,F,FALSE
1419,Adam,Bowen,32,180.6,F,FALSE
1420,Alan,Casey,38,94.4,M,FALSE
1421,Joshua,Roman,106,243.8,M,FALSE
1422,Roger,Parrish,19,238.5,F,FALSE
1423,Brandon,Gentry,16,259.7,M,FALSE
1424,Donald,Aguirre,85,168.7,F,TRUE
1425,Jack,Dyer,41,266.3,F,FALSE
1426,Dennis,Gray,110,219.4,M,FALSE
1427,John,Lane,36,230.2,F,FALSE
1428,Mason,Keller,54,244.5,M,TRUE
1429,Austin,Potts,22,271.1,F,FALSE
1430,Russell,Jackson,81,234.4,M,TRUE
1431,Jack,Shaw,8,95.6,F,FALSE
1432,Logan,Hensley,71,145.1,F,TRUE
1433,James,Marquez,79,138.1,M,FALSE
1434,Robert,Martin,110,258.7,M,TRUE
1435,Donald,Pruitt,14,277.1,M,FALSE
1436,Jose,Paul,100,138.5,F,FALSE
1437,William,Grimes,68,144.7,F,FALSE
1438,Arthur,Middleton,41,175.4,M,FALSE
1439,Arthur,Palacios,17,176.9,M,FALSE
1440,Lawrence,Hodge,71,140.5,F,FALSE
1441,Arthur,Savage,7,253.2,F,TRUE
1442,Raymond,Cherry,2,91.9,M,TRUE
1443,Timothy,Acevedo,21,266.7,M,FALSE
1444,Benjamin,Johnson,61,105,M,FALSE
1445,Russell,Mathews,73,108.1,M,FALSE
1446,Aaron,Cobb,6,268.1,F,FALSE
1447,Ryan,Holland,30,100.8,F,FALSE
1448,Anthony,Brennan,110,251.2,M,FALSE
1449,Richard,Olsen,58,96.7,M,TRUE
1450,Gabriel,Tang,5,147.9,M,TRUE
1451,Frank,Lucas,54,243.1,F,FALSE
1452,Samuel,Barrett,77,102,M,TRUE
1453,Vincent,Kramer,38,271.8,F,FALSE
1454,Ronald,Yoder,46,253.9,M,FALSE
1455,Arthur,Wallace,33,272.7,F,FALSE
1456,Joshua,Roth,102,164.1,M,FALSE
1457,Arthur,Armstrong,6,99.6,M,FALSE
1458,Logan,Ochoa,27,173.7,F,TRUE
1459,Tyler,Salinas,51,107,M,FALSE
1460,Samuel,Barker,5,215.3,F,FALSE
1461,Philip,Copeland,40,121,F,FALSE
1462,Jordan,Boone,10,175.2,F,FALSE
1463,Bradley,Leon,13,94.5,M,FALSE
1464,Juan,Henry,76,174,F,FALSE
1465,Jason,Jackson,104,218.7,F,FALSE
1466,Brian,Meyers,52,150.3,M,FALSE
1467,Matthew,Barnett,92,196.8,M,FALSE
1468,Kyle,Wong,61,186.1,M,FALSE
1469,Larry,James,81,264.7,M,TRUE
1470,Randy,Mccullough,96,122.8,F,FALSE
1471,Gerald,Beasley,47,236.4,M,FALSE
1472,Brian,Dean,77,152.1,M,FALSE
1473,Bradley,Castaneda,53,104.2,M,FALSE
1474,Tyler,Lambert,17,88.4,M,TRUE
1475,Jeremy,Shields,59,273.2,F,FALSE
1476,Jeremy,Dawson,45,135.4,F,FALSE
1477,Bryan,Zimmerman,71,266,F,FALSE
1478,Juan,Rivas,96,262.8,F,FALSE
1479,Austin,Lin,16,87.5,F,TRUE
1480,Ronald,Chang,85,182.5,F,FALSE
1481,Arthur,Rosario,5,194,F,FALSE
1482,Joseph,Nash,48,140.4,M,FALSE
1483,Edward,Wallace,32,252,M,FALSE
1484,Bobby,Hood,61,94.9,F,FALSE
1485,Arthur,Kent,45,188.2,M,TRUE
1486,Bruce,Jennings,26,121.1,M,FALSE
1487,Dylan,Black,104,192.2,F,FALSE
1488,Noah,Douglas,70,166.8,M,TRUE
1489,Jeffrey,Tyler,54,216.8,F,FALSE
1490,Jeffrey,Alexander,63,123.2,M,FALSE
1491,Sean,Farrell,21,199.4,M,FALSE
1492,Matthew,Beard,64,112.7,M,FALSE
1493,Aaron,Stafford,20,200.6,M,FALSE
1494,Samuel,Bean,48,125.5,M,FALSE
1495,Jesse,Mendez,89,169,M,FALSE
1496,Sean,Horton,15,122.3,M,TRUE
1497,David,Banks,87,127.1,M,TRUE
1498,Carl,Reed,35,152.7,F,FALSE
1499,Frank,Jennings,14,166.6,M,FALSE
1500,Gabriel,Whitney,11,157.9,M,FALSE
1501,Logan,Mccann,16,272.9,M,FALSE
1502,Bobby,Franco,78,207.3,M,FALSE
1503,Willie,Bowman,76,100.7,F,FALSE
1504,Daniel,Harrison,96,147.7,M,FALSE
1505,Robert,Wilkerson,46,266.2,F,FALSE
1506,Nicholas,Wilkerson,5,171.8,F,FALSE
1507,Jeremy,Dean,68,275.9,M,FALSE
1508,Terry,O’connell,65,206.6,F,FALSE
1509,Walter,Vance,51,85.3,F,FALSE
1510,Jesse,Travis,79,201.9,F,TRUE
1511,Juan,Sparks,89,257.8,M,FALSE
1512,Willie,Morse,22,221.6,M,FALSE
1513,Scott,Estrada,71,204.4,F,FALSE
1514,Carl,Davis,36,255.6,M,FALSE
1515,Elijah,Nielsen,60,119.4,M,TRUE
1516,Walter,Fields,75,194.9,M,FALSE
1517,Roy,Howard,77,95.3,M,FALSE
1518,Timothy,Santana,12,214.4,M,FALSE
1519,Roy,Jennings,94,101.1,M,FALSE
1520,Anthony,Coleman,41,111,M,FALSE
1521,Russell,Lee,56,140,M,TRUE
1522,Gregory,Hinton,23,167.9,F,TRUE
1523,Edward,Mcconnell,54,197.1,F,FALSE
1524,Gary,Yang,43,224.8,M,FALSE
1525,Jason,Ray,81,220.7,M,FALSE
1526,Daniel,Collier,74,274.8,M,FALSE
1527,Richard,Melton,49,117.6,M,FALSE
1528,John,Olsen,59,190.6,M,FALSE
1529,Anthony,Nash,25,168.9,F,FALSE
1530,Dylan,Villarreal,76,96.2,F,TRUE
1531,Gerald,Alexander,7,249.8,F,FALSE
1532,Ralph,Santiago,27,91.7,F,FALSE
1533,Jerry,Peck,61,82.3,M,FALSE
1534,Terry,Hammond,40,219,F,FALSE
1535,Jerry,Stanton,1,229.9,F,TRUE
1536,Ronald,Stone,19,277.6,M,FALSE
1537,William,Bauer,77,252.3,F,FALSE
1538,Christian,Macdonald,14,160.3,M,FALSE
1539,Scott,Santos,16,105.2,F,FALSE
1540,Gerald,Huffman,106,103.9,M,FALSE
1541,Frank,Clarke,69,149.9,F,TRUE
1542,Edward,Dickerson,100,179.9,M,FALSE
1543,Joe,Smith,99,83.5,F,FALSE
1544,John,Ballard,14,163.9,F,FALSE
1545,Steven,Hess,42,133.2,F,TRUE
1546,Bradley,Miranda,21,91.1,M,FALSE
1547,Ryan,Zimmerman,94,85,F,FALSE
1548,Jose,Abbott,102,92.7,F,FALSE
1549,Carl,Sherman,95,123.8,M,FALSE
1550,Raymond,Sweeney,30,257.4,M,FALSE
1551,Joseph,Ward,36,214.3,F,FALSE
1552,Bobby,Savage,33,152.1,F,FALSE
1553,Alexander,Yoder,93,82.2,F,FALSE
1554,Austin,Preston,14,180.9,M,FALSE
1555,Henry,Ayers,37,122,F,FALSE
1556,Roy,Joseph,18,211.8,M,FALSE
1557,John,Stokes,4,148.9,F,FALSE
1558,Daniel,Ponce,76,163.4,M,FALSE
1559,Edward,Richmond,65,137.1,M,TRUE
1560,Thomas,Cameron,109,116.3,M,FALSE
1561,Stephen,Nichols,71,87.3,M,TRUE
1562,Jerry,O’neal,36,231,F,TRUE
1563,Walter,Hodge,33,100.4,M,TRUE
1564,Edward,Espinoza,109,185.5,F,FALSE
1565,Andrew,Guzman,68,119.5,F,TRUE
1566,Alan,Stafford,54,222.3,M,FALSE
1567,Willie,Brown,105,117.6,F,TRUE
1568,Brandon,Gentry,89,280,F,FALSE
1569,Dennis,Mclaughlin,17,93.1,M,TRUE
1570,Keith,Hood,57,236.4,M,FALSE
1571,Patrick,Montoya,108,93.9,M,FALSE
1572,Noah,Shannon,32,126.1,F,FALSE
1573,Nathan,Weiss,109,127.6,M,FALSE
1574,Bradley,Lloyd,77,167,M,TRUE
1575,Jesse,Allen,75,193.6,M,FALSE
1576,Logan,Barker,63,263.6,F,FALSE
1577,Mark,Snyder,21,102.9,F,FALSE
1578,Kyle,Vincent,109,130.4,M,FALSE
1579,Joe,Bryant,43,253.4,F,FALSE
1580,Matthew,Barry,42,126.1,F,FALSE
1581,Larry,Torres,87,151.1,F,FALSE
1582,Bruce,Velez,83,181.4,F,FALSE
1583,Ryan,Taylor,50,93.8,M,FALSE
1584,David,Morales,61,166.7,M,FALSE
1585,Brandon,Coffey,92,159.8,F,FALSE
1586,Jack,Chan,96,253.2,M,FALSE
1587,Timothy,Terrell,57,269.6,M,TRUE
1588,Jack,Patterson,99,259.2,F,FALSE
1589,Jordan,Parrish,17,142.3,M,FALSE
1590,Frank,Nicholson,109,191.5,F,FALSE
1591,Mark,Jefferson,46,218.8,M,FALSE
1592,Adam,Harrington,37,237.2,F,TRUE
1593,Randy,Mejia,41,220.6,F,TRUE
1594,Richard,Vaughan,99,244.2,F,FALSE
1595,Ralph,Roth,50,170.7,F,FALSE
1596,Benjamin,Luna,92,180.5,F,FALSE
1597,Ryan,King,17,248.5,F,FALSE
1598,Albert,Armstrong,96,201.5,M,FALSE
1599,Jeremy,Ford,62,208.1,M,FALSE
1600,Terry,Ahmed,61,117.3,M,FALSE
1601,Paul,Jennings,103,278.9,M,FALSE
1602,Vincent,Gilmore,2,126.7,F,TRUE
1603,George,Franklin,28,127.4,F,FALSE
1604,Noah,Berger,100,80.7,M,TRUE
1605,Raymond,Gibson,51,153.6,F,FALSE
1606,Bradley,Bowers,40,217,F,FALSE
1607,Larry,Xiong,68,278.1,M,FALSE
1608,Kevin,Salas,62,125,M,FALSE
1609,Bradley,Valentine,74,243.5,F,FALSE
1610,Gary,Hill,95,179.6,M,FALSE
1611,Bradley,Swanson,21,117.9,F,FALSE
1612,Roy,Dyer,38,228.2,F,FALSE
1613,Justin,Doyle,52,186.9,F,TRUE
1614,Mark,Beard,44,216.6,M,FALSE
1615,Logan,Freeman,60,227.8,F,FALSE
1616,Michael,Moody,55,256.5,F,FALSE
1617,Jack,Snow,40,207,M,TRUE
1618,Russell,Salinas,46,136.4,F,FALSE
1619,Billy,Shaffer,20,275.1,F,FALSE
1620,Philip,Cox,109,279.9,M,FALSE
1621,Roy,Peterson,93,178.9,F,FALSE
1622,Michael,Kelly,42,154.1,M,FALSE
1623,Jesse,Hartman,70,271.9,F,FALSE
1624,William,Knight,108,94,F,TRUE
1625,William,Mcclure,84,107,M,FALSE
1626,Samuel,Kennedy,105,197.5,F,FALSE
1627,Jason,Cochran,78,138,M,FALSE
1628,Ronald,Patel,21,210.8,M,FALSE
1629,Billy,Wheeler,84,117.3,F,FALSE
1630,Randy,Hutchinson,22,270.9,M,TRUE
1631,Raymond,Mayo,22,93,F,FALSE
1632,Samuel,Vance,69,263.1,F,FALSE
1633,Patrick,Hart,26,194.1,M,FALSE
1634,Bradley,Lawrence,1,162.1,M,FALSE
1635,Jonathan,Harvey,68,95.3,M,FALSE
1636,Albert,Fischer,103,271.5,F,FALSE
1637,Frank,Douglas,10,101.9,F,FALSE
1638,Paul,Michael,37,197.3,M,TRUE
1639,George,Sherman,86,235.2,M,FALSE
1640,Ralph,Griffin,60,125.4,M,FALSE
1641,Matthew,Caldwell,65,104.5,F,TRUE
1642,Gary,Wilkins,30,259.6,F,FALSE
1643,Alexander,Wiggins,16,86.7,F,FALSE
1644,Gabriel,Henson,57,123.3,M,FALSE
1645,Ronald,Tanner,106,165.3,F,FALSE
1646,Wayne,Sweeney,61,206.5,F,FALSE
1647,Mason,Wood,54,139.1,M,FALSE
1648,Bobby,Cisneros,51,234.2,M,FALSE
1649,Dylan,Anderson,61,207.7,M,TRUE
1650,Scott,Orozco,5,163.6,F,FALSE
1651,Steven,Miranda,94,202.7,M,FALSE
1652,Harold,Warren,77,277.8,F,FALSE
1653,Paul,Potts,6,101.3,F,FALSE
1654,Dylan,Ross,49,166.6,F,FALSE
1655,Andrew,Gordon,27,159.1,M,FALSE
1656,Brian,Sheppard,99,126.2,F,FALSE
1657,Keith,Craig,69,209.3,F,FALSE
1658,Bryan,Mora,65,216.9,F,FALSE
1659,Roger,Navarro,63,139.3,M,TRUE
1660,Bobby,Ayers,30,212.6,F,FALSE
1661,Mark,Montoya,15,214.1,M,TRUE
1662,Larry,Trujillo,39,235.4,M,FALSE
1663,Daniel,Murphy,23,248.8,F,FALSE
1664,John,Mckenzie,59,252.3,F,FALSE
1665,Brandon,Landry,35,195.7,F,FALSE
1666,Roger,Pruitt,78,199.9,M,FALSE
1667,Robert,King,32,100.2,M,TRUE
1668,Ryan,Muñoz,28,201.3,F,FALSE
1669,Arthur,Huerta,91,279.1,M,FALSE
1670,Billy,Stevens,101,204,M,FALSE
1671,Thomas,Mckenzie,100,85.9,M,FALSE
1672,Terry,Villalobos,44,245,F,FALSE
1673,Alexander,Waller,100,144.8,F,FALSE
1674,Ronald,Muñoz,85,228,M,FALSE
1675,Peter,Fleming,51,124,M,FALSE
1676,Elijah,Ortiz,38,109.9,F,FALSE
1677,Patrick,Morrow,41,219.2,M,FALSE
1678,Aaron,Blackburn,27,178.5,M,TRUE
1679,William,Delgado,51,270.3,F,FALSE
1680,Joshua,Valdez,57,246.5,F,FALSE
1681,Sean,Hunt,28,126.8,F,FALSE
1682,Russell,Greer,103,164.3,M,FALSE
1683,Larry,Stafford,8,89.9,F,FALSE
1684,Bryan,Miller,6,151.6,F,FALSE
1685,Austin,Ochoa,43,171.6,M,FALSE
1686,Logan,Erickson,20,232.8,M,FALSE
1687,Carl,Quintero,51,275.1,F,FALSE
1688,Thomas,Moreno,77,179.3,F,FALSE
1689,Bryan,Clark,98,136.8,M,TRUE
1690,Timothy,Mata,37,213.2,M,FALSE
1691,Roy,Short,69,192.3,F,FALSE
1692,Gabriel,Rose,48,168.7,F,FALSE
1693,Gabriel,York,53,228.8,F,FALSE
1694,Joshua,Walter,96,264.3,F,FALSE
1695,Gary,Raymond,24,129.1,F,TRUE
1696,Bobby,Andersen,65,184.2,M,FALSE
1697,Walter,Kennedy,93,124.5,F,FALSE
1698,Ethan,Reid,15,202.8,M,FALSE
1699,Joshua,Lowery,101,82.2,M,FALSE
1700,Daniel,Lugo,51,145.5,F,TRUE
1701,Matthew,Goodwin,6,138.2,F,FALSE
1702,Jacob,Henson,103,216.9,F,TRUE
1703,Steven,Frost,80,216.8,F,FALSE
1704,Justin,Buck,92,80.5,F,FALSE
1705,Eugene,Rangel,55,268.3,M,FALSE
1706,Frank,Armstrong,44,221.1,M,FALSE
1707,Raymond,Perkins,104,239.7,F,FALSE
1708,Lawrence,Moreno,40,177.9,M,FALSE
